Costi Indiretti;Costi Diretti;CostiDirettiValue;isEconomico;Percentuale;Anno;Contributo Competenza;Valore;doc_name;Costi Indiretti Somma;Costi Diretti Somma
{'Oneri diversi': '2348.03', 'Servizi': '14837.82', 'Oneri finanziari': '673.41', 'Ammortamenti': '1539.94', 'God beni terzi': '4342.84', 'Personale': '2246.38', 'Materie Prime': '96.56'};{'Oneri diversi': '0.00', 'Servizi': '5000.00', 'Oneri finanziari': '0.00', 'Ammortamenti': '0.00', 'God beni terzi': '0.00', 'Personale': '0.00', 'Materie Prime': '0.00'};['conti/8.04.010/lineeConto/8.04.010line_012'];False;4.57;2022;70000;70000;MATER;25411.57;5000.0
{'Oneri diversi': '10.28', 'Servizi': '64.94', 'Oneri finanziari': '2.95', 'Ammortamenti': '6.74', 'God beni terzi': '19.01', 'Personale': '9.83', 'Materie Prime': '0.42'};{'Oneri diversi': '0.00', 'Servizi': '0.00', 'Oneri finanziari': '0.00', 'Ammortamenti': '0.00', 'Personale': '0.00', 'God beni terzi': '0.00', 'Materie Prime': '0.00'};[];False;0.02;2022;360;360;MCM;111.22;0.0
{'Oneri diversi': '1797.60', 'Servizi': '11359.52', 'Oneri finanziari': '531.11', 'Ammortamenti': '1178.95', 'God beni terzi': '3324.78', 'Personale': '1719.78', 'Materie Prime': '73.93'};{'Oneri diversi': '0.00', 'Servizi': '0.00', 'Oneri finanziari': '0.00', 'Ammortamenti': '0.00', 'Personale': '3051.87', 'God beni terzi': '0.00', 'Materie Prime': '0.00'};['conti/8.06.004/lineeConto/8.06.004line_038'];True;7.66;2022;22309.87;22309.87;MGMT;19454.56;3051.87
{'Oneri diversi': '25.69', 'Servizi': '162.34', 'Oneri finanziari': '7.37', 'Ammortamenti': '16.85', 'Personale': '24.58', 'God beni terzi': '47.51', 'Materie Prime': '1.06'};{'Oneri diversi': '0.00', 'Servizi': '0.00', 'Oneri finanziari': '0.00', 'Ammortamenti': '0.00', 'God beni terzi': '0.00', 'Personale': '0.00', 'Materie Prime': '0.00'};[];False;0.05;2022;800;800;Magaldi;278.03;0.0
{'Oneri diversi': '0.00', 'Servizi': '0.00', 'Oneri finanziari': '0.00', 'Ammortamenti': '0.00', 'God beni terzi': '0.00', 'Personale': '0.00', 'Materie Prime': '0.00'};{'Oneri diversi': '7857.70', 'Servizi': '7612.00', 'Oneri finanziari': '0.00', 'Ammortamenti': '0.00', 'God beni terzi': '0.00', 'Personale': '102013.00', 'Materie Prime': '18583.37'};['conti/8.14.010/lineeConto/8.14.010line_001', 'conti/8.14.010/lineeConto/8.14.010line_002', 'conti/8.01.009/lineeConto/8.01.009line_001', 'conti/8.01.009/lineeConto/8.01.009line_004', 'conti/8.01.009/lineeConto/8.01.009line_005', 'conti/8.01.009/lineeConto/8.01.009line_006', 'conti/8.01.009/lineeConto/8.01.009line_007', 'conti/8.04.010/lineeConto/8.04.010line_003', 'conti/8.09.005/lineeConto/8.09.005line_000', 'conti/8.09.005/lineeConto/8.09.005line_012', 'conti/8.11.011/lineeConto/8.11.011line_000', 'conti/8.11.011/lineeConto/8.11.011line_001', 'conti/8.11.011/lineeConto/8.11.011line_005', 'conti/8.11.011/lineeConto/8.11.011line_006', 'conti/8.11.011/lineeConto/8.11.011line_007', 'conti/8.11.011/lineeConto/8.11.011line_010', 'conti/8.11.011/lineeConto/8.11.011line_011', 'conti/8.11.011/lineeConto/8.11.011line_012', 'conti/8.11.011/lineeConto/8.11.011line_013', 'conti/8.11.011/lineeConto/8.11.011line_014', 'conti/8.11.011/lineeConto/8.11.011line_015', 'conti/8.11.011/lineeConto/8.11.011line_018', 'conti/8.11.011/lineeConto/8.11.011line_019', 'conti/8.11.011/lineeConto/8.11.011line_021', 'conti/8.11.011/lineeConto/8.11.011line_022', 'conti/8.11.011/lineeConto/8.11.011line_023', 'conti/8.11.011/lineeConto/8.11.011line_024', 'conti/8.11.011/lineeConto/8.11.011line_026', 'conti/8.11.011/lineeConto/8.11.011line_027', 'conti/8.11.011/lineeConto/8.11.011line_032', 'conti/8.11.011/lineeConto/8.11.011line_033', 'conti/8.11.011/lineeConto/8.11.011line_034', 'conti/8.11.011/lineeConto/8.11.011line_035', 'conti/8.11.011/lineeConto/8.11.011line_036', 'conti/8.11.011/lineeConto/8.11.011line_038', 'conti/8.04.004/lineeConto/8.04.004line_003', 'conti/8.04.004/lineeConto/8.04.004line_007', 'conti/8.04.004/lineeConto/8.04.004line_008', 'conti/8.04.004/lineeConto/8.04.004line_010', 'conti/8.04.004/lineeConto/8.04.004line_035', 'conti/8.04.004/lineeConto/8.04.004line_050', 'conti/8.04.004/lineeConto/8.04.004line_082', 'conti/8.06.004/lineeConto/8.06.004line_005', 'conti/8.06.004/lineeConto/8.06.004line_009', 'conti/8.06.004/lineeConto/8.06.004line_011', 'conti/8.06.004/lineeConto/8.06.004line_012', 'conti/8.06.004/lineeConto/8.06.004line_016', 'conti/8.06.004/lineeConto/8.06.004line_022', 'conti/8.06.004/lineeConto/8.06.004line_034', 'conti/8.06.004/lineeConto/8.06.004line_128', 'conti/8.04.003/lineeConto/8.04.003line_001', 'conti/8.04.003/lineeConto/8.04.003line_002', 'conti/8.04.003/lineeConto/8.04.003line_003', 'conti/8.04.003/lineeConto/8.04.003line_006', 'conti/8.04.003/lineeConto/8.04.003line_007', 'conti/8.04.003/lineeConto/8.04.003line_009', 'conti/8.04.003/lineeConto/8.04.003line_015', 'conti/8.07.002/lineeConto/8.07.002line_006'];False;0.00;2022;0;3234000;NANOCAN;0.0;136066.07
{'Oneri diversi': '1279.34', 'Servizi': '8084.50', 'Oneri finanziari': '366.91', 'Ammortamenti': '839.05', 'God beni terzi': '2366.23', 'Personale': '1223.96', 'Materie Prime': '52.61'};{'Oneri diversi': '0.00', 'Servizi': '0.00', 'Oneri finanziari': '0.00', 'Ammortamenti': '0.00', 'God beni terzi': '0.00', 'Personale': '79408.95', 'Materie Prime': '0.00'};['conti/8.04.004/lineeConto/8.04.004line_000', 'conti/8.04.004/lineeConto/8.04.004line_014', 'conti/8.04.004/lineeConto/8.04.004line_015', 'conti/8.04.004/lineeConto/8.04.004line_018', 'conti/8.04.004/lineeConto/8.04.004line_023', 'conti/8.04.004/lineeConto/8.04.004line_026', 'conti/8.04.004/lineeConto/8.04.004line_032', 'conti/8.04.004/lineeConto/8.04.004line_040', 'conti/8.04.004/lineeConto/8.04.004line_047', 'conti/8.04.004/lineeConto/8.04.004line_055', 'conti/8.04.004/lineeConto/8.04.004line_064', 'conti/8.04.004/lineeConto/8.04.004line_073', 'conti/8.06.004/lineeConto/8.06.004line_128', 'conti/8.04.003/lineeConto/8.04.003line_013'];False;2.49;2022;38193.88;1655020.40;NEON;13845.689999999999;79408.95
{'Oneri diversi': '1007.03', 'Servizi': '6363.71', 'Oneri finanziari': '288.81', 'Ammortamenti': '660.46', 'Personale': '963.44', 'God beni terzi': '1862.57', 'Materie Prime': '41.41'};{'Oneri diversi': '0.00', 'Servizi': '0.00', 'Oneri finanziari': '0.00', 'Ammortamenti': '0.00', 'God beni terzi': '0.00', 'Personale': '0.00', 'Materie Prime': '0.00'};[];False;1.96;2022;30000;50000;NGMED;10898.619999999999;0.0
{'Oneri diversi': '14180.66', 'Servizi': '89611.36', 'Oneri finanziari': '4066.97', 'Ammortamenti': '9300.31', 'God beni terzi': '26228.09', 'Personale': '13566.78', 'Materie Prime': '583.19'};{'Oneri diversi': '0.00', 'Servizi': '0.00', 'Oneri finanziari': '0.00', 'Ammortamenti': '0.00', 'God beni terzi': '0.00', 'Personale': '0.00', 'Materie Prime': '0.00'};[];False;27.60;2022;422943.13;2269628.50;OPTIMA;153470.39;0.0
{'Oneri diversi': '0.00', 'Servizi': '0.00', 'Oneri finanziari': '0.00', 'Ammortamenti': '0.00', 'God beni terzi': '0.00', 'Personale': '0.00', 'Materie Prime': '0.00'};{'Oneri diversi': '204.92', 'Servizi': '417.04', 'Oneri finanziari': '0.00', 'Ammortamenti': '0.00', 'Personale': '200088.34', 'God beni terzi': '0.00', 'Materie Prime': '8797.80'};['conti/8.21.000/lineeConto/8.21.000line_000', 'conti/8.06.004/lineeConto/8.06.004line_053', 'conti/8.06.004/lineeConto/8.06.004line_064', 'conti/8.06.004/lineeConto/8.06.004line_113', 'conti/8.06.004/lineeConto/8.06.004line_123', 'conti/8.07.000/lineeConto/8.07.000line_000', 'conti/8.07.000/lineeConto/8.07.000line_001', 'conti/8.04.003/lineeConto/8.04.003line_004', 'conti/8.04.003/lineeConto/8.04.003line_014', 'conti/8.04.003/lineeConto/8.04.003line_016', 'conti/8.04.003/lineeConto/8.04.003line_019', 'conti/8.04.003/lineeConto/8.04.003line_020', 'conti/8.04.003/lineeConto/8.04.003line_022', 'conti/8.04.003/lineeConto/8.04.003line_025', 'conti/8.04.003/lineeConto/8.04.003line_026', 'conti/8.16.000/lineeConto/8.16.000line_005', 'conti/8.16.000/lineeConto/8.16.000line_006', 'conti/8.11.011/lineeConto/8.11.011line_050', 'conti/8.11.011/lineeConto/8.11.011line_054', 'conti/8.11.011/lineeConto/8.11.011line_063', 'conti/8.11.011/lineeConto/8.11.011line_064', 'conti/8.11.011/lineeConto/8.11.011line_067', 'conti/8.11.011/lineeConto/8.11.011line_069', 'conti/8.11.011/lineeConto/8.11.011line_070', 'conti/8.11.011/lineeConto/8.11.011line_072', 'conti/8.11.011/lineeConto/8.11.011line_074', 'conti/8.11.011/lineeConto/8.11.011line_075', 'conti/8.11.011/lineeConto/8.11.011line_081', 'conti/8.11.011/lineeConto/8.11.011line_082', 'conti/8.11.011/lineeConto/8.11.011line_083'];False;0.00;2022;0;465014.71;OVERALL;0.0;209508.09999999998
{'Oneri diversi': '0.00', 'Servizi': '0.00', 'Oneri finanziari': '0.00', 'Ammortamenti': '0.00', 'Personale': '0.00', 'God beni terzi': '0.00', 'Materie Prime': '0.00'};{'Oneri diversi': '0.00', 'Servizi': '0.00', 'Oneri finanziari': '0.00', 'Ammortamenti': '0.00', 'Personale': '11219.45', 'God beni terzi': '0.00', 'Materie Prime': '0.00'};['conti/8.06.004/lineeConto/8.06.004line_025', 'conti/8.06.004/lineeConto/8.06.004line_090', 'conti/8.06.004/lineeConto/8.06.004line_118'];False;0.00;2022;0;1022405.33;PRIDE;0.0;11219.45
{'Oneri diversi': '770.69', 'Servizi': '4870.18', 'Oneri finanziari': '221.03', 'Ammortamenti': '505.45', 'God beni terzi': '1425.44', 'Personale': '737.33', 'Materie Prime': '31.69'};{'Oneri diversi': '0.00', 'Servizi': '0.00', 'Oneri finanziari': '0.00', 'Ammortamenti': '0.00', 'God beni terzi': '0.00', 'Personale': '0.00', 'Materie Prime': '0.00'};[];False;1.50;2022;22950.82;57377.05;PeriCaM;8340.78;0.0
{'Oneri diversi': '1007.03', 'Servizi': '6363.71', 'Oneri finanziari': '288.81', 'Ammortamenti': '660.46', 'Personale': '963.44', 'God beni terzi': '1862.57', 'Materie Prime': '41.41'};{'Oneri diversi': '0.00', 'Servizi': '19500.00', 'Oneri finanziari': '0.00', 'Ammortamenti': '0.00', 'Personale': '0.00', 'God beni terzi': '0.00', 'Materie Prime': '0.00'};['conti/8.09.005/lineeConto/8.09.005line_041', 'conti/8.09.005/lineeConto/8.09.005line_070', 'conti/8.09.005/lineeConto/8.09.005line_071'];False;1.96;2022;30100;30100;Pulse;10898.619999999999;19500.0
{'Oneri diversi': '2157.93', 'Servizi': '13636.51', 'Oneri finanziari': '618.89', 'Ammortamenti': '1415.26', 'Personale': '2064.51', 'God beni terzi': '3991.23', 'Materie Prime': '88.75'};{'Oneri diversi': '0.00', 'Servizi': '0.00', 'Oneri finanziari': '0.00', 'Ammortamenti': '0.00', 'God beni terzi': '0.00', 'Personale': '0.00', 'Materie Prime': '0.00'};[];False;4.20;2022;64325;395500;RECIPE;23354.19;0.0
{'Oneri diversi': '1006.75', 'Ammortamenti': '660.27', 'Personale': '963.17', 'God beni terzi': '1862.05', 'Materie Prime': '41.40', 'Servizi': '6361.92'};{'Oneri diversi': '0.00', 'Servizi': '0.00', 'Personale': '4717.01', 'God beni terzi': '0.00', 'Materie Prime': '0.00', 'Ammortamenti': '0.00'};['conti/8.06.004/lineeConto/8.06.004line_047', 'conti/8.06.004/lineeConto/8.06.004line_048'];True;4.29;2022;12500;12500;SCOGIF;10895.56;4717.01
{'Oneri diversi': '161.92', 'Servizi': '1023.25', 'Oneri finanziari': '47.84', 'Ammortamenti': '106.20', 'God beni terzi': '299.49', 'Personale': '154.92', 'Materie Prime': '6.66'};{'Oneri diversi': '0.00', 'Servizi': '0.00', 'Oneri finanziari': '0.00', 'Ammortamenti': '0.00', 'God beni terzi': '0.00', 'Personale': '0.00', 'Materie Prime': '0.00'};[];True;0.69;2022;2000;2000;SHIPS;1752.4400000000003;0.0
{'Oneri diversi': '436.72', 'Servizi': '2759.77', 'Oneri finanziari': '125.25', 'Ammortamenti': '286.42', 'Personale': '417.82', 'God beni terzi': '807.75', 'Materie Prime': '17.96'};{'Oneri diversi': '0.00', 'Servizi': '0.00', 'Oneri finanziari': '0.00', 'Ammortamenti': '0.00', 'Personale': '0.00', 'God beni terzi': '0.00', 'Materie Prime': '0.00'};[];False;0.85;2022;13032;165000;SIDIRR;4726.44;0.0
{'Oneri diversi': '200.38', 'Servizi': '1266.25', 'Oneri finanziari': '57.47', 'Ammortamenti': '131.42', 'God beni terzi': '370.61', 'Personale': '191.70', 'Materie Prime': '8.24'};{'Oneri diversi': '0.00', 'Servizi': '0.00', 'Oneri finanziari': '0.00', 'Ammortamenti': '0.00', 'God beni terzi': '0.00', 'Personale': '0.00', 'Materie Prime': '0.00'};[];False;0.39;2022;6000;30000;TYCHE;2168.6;0.0
{'Oneri diversi': '534.34', 'Servizi': '3376.66', 'Oneri finanziari': '153.25', 'Ammortamenti': '350.45', 'Personale': '511.21', 'God beni terzi': '988.30', 'Materie Prime': '21.98'};{'Oneri diversi': '0.00', 'Servizi': '341.83', 'Oneri finanziari': '0.00', 'Ammortamenti': '0.00', 'God beni terzi': '0.00', 'Personale': '0.00', 'Materie Prime': '0.00'};['conti/8.14.021/lineeConto/8.14.021line_027'];False;1.04;2022;16000;20000;Tefin;5782.94;341.83
{'Oneri diversi': '2949.17', 'Servizi': '18636.57', 'Oneri finanziari': '845.81', 'Ammortamenti': '1934.19', 'God beni terzi': '5454.68', 'Personale': '2821.50', 'Materie Prime': '121.29'};{'Oneri diversi': '0.00', 'Servizi': '35000.00', 'Oneri finanziari': '0.00', 'Ammortamenti': '0.00', 'God beni terzi': '0.00', 'Personale': '6646.80', 'Materie Prime': '0.00'};['conti/8.04.004/lineeConto/8.04.004line_089', 'conti/8.06.004/lineeConto/8.06.004line_117', 'conti/8.09.020/lineeConto/8.09.020line_001'];False;5.74;2022;88000;108000;ToGETHER;31917.399999999998;41646.8
{'Oneri diversi': '673.07', 'Servizi': '4253.29', 'Oneri finanziari': '193.03', 'Ammortamenti': '441.43', 'Personale': '643.93', 'God beni terzi': '1244.88', 'Materie Prime': '27.68'};{'Oneri diversi': '0.00', 'Servizi': '0.00', 'Oneri finanziari': '0.00', 'Ammortamenti': '0.00', 'Personale': '0.00', 'God beni terzi': '0.00', 'Materie Prime': '0.00'};[];False;1.31;2022;20000;95000;UniParthenope;7284.280000000001;0.0
{'Oneri diversi': '246.62', 'Servizi': '1558.46', 'Oneri finanziari': '70.73', 'Ammortamenti': '161.74', 'Personale': '235.94', 'God beni terzi': '456.14', 'Materie Prime': '10.14'};{'Oneri diversi': '0.00', 'Servizi': '0.00', 'Oneri finanziari': '0.00', 'Ammortamenti': '0.00', 'Personale': '0.00', 'God beni terzi': '0.00', 'Materie Prime': '0.00'};[];False;0.48;2022;7400;7400;VASARI;2669.0399999999995;0.0
{'Oneri diversi': '0.00', 'Servizi': '0.00', 'Oneri finanziari': '0.00', 'Ammortamenti': '0.00', 'Personale': '0.00', 'God beni terzi': '0.00', 'Materie Prime': '0.00'};{'Oneri diversi': '0.00', 'Servizi': '0.00', 'Oneri finanziari': '0.00', 'Ammortamenti': '0.00', 'God beni terzi': '0.00', 'Personale': '0.00', 'Materie Prime': '0.00'};[];False;0.00;2022;-73881.30;598087.5;VEDO;0.0;0.0
{'Oneri diversi': '1171.45', 'Servizi': '7402.68', 'Oneri finanziari': '335.97', 'Ammortamenti': '768.29', 'God beni terzi': '2166.67', 'Personale': '1120.73', 'Materie Prime': '48.18'};{'Oneri diversi': '0.00', 'Servizi': '2214.02', 'Oneri finanziari': '0.00', 'Ammortamenti': '0.00', 'God beni terzi': '0.00', 'Personale': '0.00', 'Materie Prime': '0.00'};['conti/8.14.021/lineeConto/8.14.021line_003', 'conti/8.14.021/lineeConto/8.14.021line_011', 'conti/8.14.021/lineeConto/8.14.021line_050', 'conti/8.17.000/lineeConto/8.17.000line_009', 'conti/8.17.000/lineeConto/8.17.000line_015'];False;2.28;2022;35000;35000;Vishay;12678.000000000002;2214.02
{'Oneri diversi': '0.00', 'Servizi': '0.00', 'Oneri finanziari': '0.00', 'Ammortamenti': '0.00', 'God beni terzi': '0.00', 'Personale': '0.00', 'Materie Prime': '0.00'};{'Oneri diversi': '0.00', 'Servizi': '0.00', 'Oneri finanziari': '0.00', 'Ammortamenti': '0.00', 'Personale': '73116.42', 'God beni terzi': '0.00', 'Materie Prime': '0.00'};['conti/8.04.004/lineeConto/8.04.004line_004', 'conti/8.04.004/lineeConto/8.04.004line_011', 'conti/8.04.004/lineeConto/8.04.004line_018', 'conti/8.04.004/lineeConto/8.04.004line_019', 'conti/8.04.004/lineeConto/8.04.004line_027', 'conti/8.04.004/lineeConto/8.04.004line_036', 'conti/8.04.004/lineeConto/8.04.004line_044', 'conti/8.04.004/lineeConto/8.04.004line_051', 'conti/8.04.004/lineeConto/8.04.004line_059', 'conti/8.04.004/lineeConto/8.04.004line_067', 'conti/8.04.004/lineeConto/8.04.004line_076', 'conti/8.04.004/lineeConto/8.04.004line_095', 'conti/8.06.004/lineeConto/8.06.004line_014', 'conti/8.04.003/lineeConto/8.04.003line_005', 'conti/8.04.003/lineeConto/8.04.003line_008', 'conti/8.04.003/lineeConto/8.04.003line_013'];False;0.00;2022;0;1081000;WATERGY;0.0;73116.42
